town,town_norm,CITY_NAME_from_master,S_NAME_from_master,total_87,さくらコート青葉町診療所,たけうち診療所,みその診療所,みやまえ病院（旧寺田病院）,むさし小金井診療所,やさか記念病院,やまと苑診療所,わこう在宅診療所,一般社団法人　小平市医師会　応急診療所,一般財団法人　天誠会　武蔵境病院,三多摩医療生活協同組合　国分寺診療所,三鷹市医師会　休日・小児平日準夜間診療所,上井草在宅支援診療所,上井草診療所,下井草診療所,久我山おおすぎ診療所,佐々総合病院,佐藤神経内科診療所,保養会　竹丘病院,八幡診療所,公益財団法人　井之頭病院,公益財団法人　榊原記念財団　附属　榊原記念病院,公益財団法人　武蔵野健康づくり事業団　付属診療所,公益財団法人　結核予防会　複十字病院,公立昭和病院,共立診療所,前原診療所,北多摩中央医療生活協同組合　みなみうら生協診療所,北多摩生協診療所,医療法人　啓仁会　森本病院,医療法人　徳洲会　武蔵野徳洲会病院,医療法人　泰一会　多摩北整形外科病院,医療法人社団 成宗診療所,医療法人社団　じうんどう　慈雲堂病院,医療法人社団　はなぶさ会　島村記念病院,医療法人社団　ゆうの会　むさしの共立診療所,医療法人社団　久保田産婦人科病院,医療法人社団　佑友会　ひばりケ丘診療所,医療法人社団　健智会　さいわい町診療所,医療法人社団　健育会　ねりま健育会病院,医療法人社団　千秋会　田中脳神経外科病院,医療法人社団　啓医会　国分寺内科中央病院,医療法人社団　大坪会　北多摩病院,医療法人社団　大慈会　慈秀病院,医療法人社団　大日会　小金井太陽病院,医療法人社団　太樹会　鈴の木台診療所,医療法人社団　好仁会　滝山病院,医療法人社団　實理会　東京国際大堀病院,医療法人社団　山本・前田記念会　前田病院,医療法人社団　岸清会　清瀬下宿中央診療所,医療法人社団　市毛整形外科診療所,医療法人社団　幸悠会　逸見病院,医療法人社団　康野診療所,医療法人社団　弘善会　清瀬富士見病院,医療法人社団　恵友会　三恵病院,医療法人社団　慈誠会　慈誠会・練馬高野台病院,医療法人社団　成友会　小森病院,医療法人社団　新新会　多摩あおば病院,医療法人社団　杏順会　越川病院,医療法人社団　東京白報会　みたか在宅診療所,医療法人社団　東仁会　吉祥寺あさひ病院,医療法人社団　東光会　西東京中央総合病院,医療法人社団　東山会　調布東山病院,医療法人社団　桐光会　調布病院,医療法人社団　欣助会　吉祥寺病院,医療法人社団　武蔵野会　一橋病院,医療法人社団　武蔵野会　小平中央リハビリテーション病院,医療法人社団　永寿会　ふれあい診療所,医療法人社団　永寿会　三鷹中央病院,医療法人社団　碧水会　長谷川病院,医療法人社団　福仁会　国分寺南町診療所,医療法人社団　純正会　東大泉病院,医療法人社団　総合会　武蔵野中央病院,医療法人社団　翠会　陽和病院,医療法人社団　良江会　久留米ヶ丘病院,医療法人社団　花みずき会　保谷厚生病院,医療法人社団　薫風会　山田病院,医療法人社団　藤啓会　北町診療所,医療法人社団　親和会　杉並病院,医療法人社団　遼山会　関町病院,医療法人社団　陽和会　にしくぼ診療所,医療法人社団　雄心会　山崎病院,医療法人社団　雅会　山本病院,医療法人社団　飯野病院,医療法人社団　馨風会　徳島診療所,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,医療法人財団　きよせ旭が丘記念病院,医療法人財団　アドベンチスト会　東京衛生アドベンチスト病院,医療法人財団　慈生会　野村病院,医療法人財団　緑秀会　田無病院,医療法人財団　美生会　小金井病院,医療法人財団　荻窪病院,医療法人財団　西武中央病院,医療法人財団　赤光会　斎藤病院,南しばくぼ診療所,吉方病院,吉祥寺こころの診療所,吉祥寺南町診療所,和光リハビリテーション病院,和光内科外科診療所,国立研究開発法人　国立精神・神経医療研究センター病院,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,城西病院,堀ノ内病院,境南耳鼻咽喉科診療所,大泉生協病院,大泉病院,天沼診療所,学園診療所,富士見台診療所,富士見通り診療所,小野診療所,小金井リハビリテーション病院,山中病院,市毛診療所 東京都練馬区,恩多町診療所,愛の泉診療所,所沢秋津診療所,救世軍　清瀬病院,本町診療所,杉並リハビリテーション病院,杉並区休日等夜間急病診療所,杏林大学医学部付属病院,東久留米なごみ内科診療所,東久留米市休日診療所,東京衛生アドベンチスト病院附属めぐみクリニック,東京都　東村山福祉園診療所,東京都清瀬喜望園診療所,東京都臨時医療施設（国立病院機構東京病院）,東村山市休日準夜応急診療所,東村山診療所,柳橋診療所 西東京市,栄光会第一診療所,桃井診療所,武蔵境病院付属あんずクリニック,武蔵野みどり診療所,武蔵野会　新座病院,武蔵野赤十字病院,武蔵野陽和会病院,河北前田病院,河北総合病院 分院,清瀬療護園診療所,清瀬診療所,片山診療所,牟礼高山診療所,石神井診療所,社会医療法人社団　愛有会　久米川病院,社会福祉法人　上宮会　清瀬リハビリテーション病院,社会福祉法人　信愛報恩会　信愛病院,社会福祉法人　多摩済生医療団　多摩済生病院,社会福祉法人　慈生会　ベトレヘムの園病院,社会福祉法人　村山苑　ハトホーム診療所,社会福祉法人　東京弘済園　弘済園診療所,社会福祉法人　浴光会　国分寺病院,社会福祉法人　白十字会　東京白十字病院,社会福祉法人　聖ヨハネ会　桜町病院,緑成会病院,緑風荘病院,練馬区石神井休日急患診療所,美穂診療所,薬師堂診療所・乳腺外科,藤村病院,西東京市休日診療所,西荻窪診療所,調布市休日夜間急患診療所,調布診療所,阿佐ヶ谷すずき診療所,静風荘病院,順天堂大学医学部附属練馬病院,髙田整形外科病院,黒目川診療所,黒目川診療所西東京
杉並区善福寺一丁目,杉並区善福寺一丁目,杉並区,善福寺一丁目,10178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649.0,309.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,0.0,452.0,0.0,0.0,0.0,1498.0,0.0,0.0,0.0,0.0,211.0,0.0,64.0,0.0,0.0,0.0,964.0,0.0,0.0,75.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,930.0,0.0,0.0,0.0,0.0,0.0,126.0,410.0,73.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,168.0,0.0,0.0,111.0,202.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0
杉並区善福寺二丁目,杉並区善福寺二丁目,杉並区,善福寺二丁目,8780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,159.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,198.0,1909.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,0.0,352.0,92.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,1263.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,67.0,935.0,0.0,0.0,0.0,0.0,0.0,62.0,75.0,284.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0
杉並区善福寺三丁目,杉並区善福寺三丁目,杉並区,善福寺三丁目,11267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,98.0,0.0,0.0,54.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,2352.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,664.0,0.0,122.0,0.0,0.0,0.0,1366.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,281.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3566.0,0.0,0.0,0.0,0.0,0.0,213.0,56.0,284.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杉並区善福寺四丁目,杉並区善福寺四丁目,杉並区,善福寺四丁目,9681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,395.0,162.0,0.0,0.0,0.0,66.0,74.0,71.0,0.0,0.0,0.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1837.0,0.0,136.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,126.0,0.0,0.0,0.0,539.0,0.0,0.0,0.0,0.0,358.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2331.0,0.0,0.0,0.0,0.0,0.0,55.0,249.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,183.0,0.0,56.0,0.0,0.0,0.0
杉並区松庵一丁目,杉並区松庵一丁目,杉並区,松庵一丁目,6553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,263.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1766.0,0.0,241.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,452.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杉並区松庵二丁目,杉並区松庵二丁目,杉並区,松庵二丁目,4120.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0,0.0,276.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,354.0,81.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,47.0,270.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杉並区松庵三丁目,杉並区松庵三丁目,杉並区,松庵三丁目,9670.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,65.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,91.0,146.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,1144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,1701.0,0.0,138.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,0.0,140.0,150.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.0,400.0,339.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,60.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,66.0,70.0,0.0,0.0,0.0,0.0,0.0
杉並区宮前一丁目,杉並区宮前一丁目,杉並区,宮前一丁目,1769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,66.0,0.0,0.0,0.0,73.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杉並区宮前二丁目,杉並区宮前二丁目,杉並区,宮前二丁目,11264.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,108.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.0,0.0,420.0,0.0,0.0,0.0,525.0,0.0,55.0,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,164.0,166.0,0.0,0.0,0.0,0.0,764.0,0.0,0.0,0.0,0.0,209.0,2034.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,885.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,61.0,934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0
杉並区宮前三丁目,杉並区宮前三丁目,杉並区,宮前三丁目,12315.0,0.0,0.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,111.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,88.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,212.0,0.0,0.0,61.0,0.0,0.0,0.0,814.0,0.0,392.0,225.0,0.0,0.0,827.0,0.0,0.0,0.0,0.0,623.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,55.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,933.0,1334.0,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杉並区宮前四丁目,杉並区宮前四丁目,杉並区,宮前四丁目,7287.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,81.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,451.0,675.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0
杉並区宮前五丁目,杉並区宮前五丁目,杉並区,宮前五丁目,12388.0,0.0,70.0,0.0,1365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,1200.0,70.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.0,757.0,773.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,169.0,71.0,0.0,0.0,252.0,0.0,64.0,0.0,0.0,336.0,0.0,0.0,0.0,66.0,904.0,139.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,237.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,135.0,576.0,0.0,0.0,83.0,0.0,0.0,0.0,137.0,0.0,62.0,0.0,0.0,72.0,0.0,0.0,471.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,59.0,0.0,0.0,241.0,0.0,68.0,0.0,0.0,0.0
杉並区久我山一丁目,杉並区久我山一丁目,杉並区,久我山一丁目,1776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杉並区久我山二丁目,杉並区久我山二丁目,杉並区,久我山二丁目,2513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0
杉並区久我山三丁目,杉並区久我山三丁目,杉並区,久我山三丁目,8430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,516.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,2957.0,0.0,0.0,198.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,79.0,906.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,69.0,0.0,0.0,0.0
